matchup,first_agent,second_agent,match_id,dict_size,random_seed,winner,loss_reason,turn,player,agent,required_start_char,edge_index,start_id,end_id,edge_count_before,edge_count_after,previous_word,word,start_char,end_char,next_required_start_char,elapsed_time_sec,timed_out,score,effective_depth,next_depth,adaptive_depth,pruned_count,evaluated_moves,chain_so_far
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,115,first,alpha_beta,う,199,2,63,6,5,,,う,る,る,0.102207,False,3163.0,4,4,True,335,20,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,116,second,greedy,る,4286,63,2,13,12,,,る,う,う,2.1e-05,False,-15797.5,,,,,15,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,117,first,alpha_beta,う,199,2,63,5,4,,,う,る,る,0.100994,False,3178.0,4,4,True,327,20,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,118,second,greedy,る,4286,63,2,12,11,,,る,う,う,2.1e-05,False,-15774.5,,,,,15,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,119,first,alpha_beta,う,199,2,63,4,3,,,う,る,る,0.06891,False,3193.0,4,4,True,303,20,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,120,second,greedy,る,4286,63,2,11,10,,,る,う,う,2.1e-05,False,-15751.5,,,,,15,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,121,first,alpha_beta,う,199,2,63,3,2,,,う,る,る,0.068635,False,3208.0,4,4,True,303,20,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,122,second,greedy,る,4286,63,2,10,9,,,る,う,う,2.1e-05,False,-15728.5,,,,,15,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,123,first,alpha_beta,う,199,2,63,2,1,,,う,る,る,0.112782,False,3111.5,4,4,True,398,20,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,124,second,greedy,る,4286,63,2,9,8,,,る,う,う,2.1e-05,False,-15705.5,,,,,15,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,125,first,alpha_beta,う,199,2,63,1,0,,,う,る,る,0.122555,False,-2916.0,4,4,True,397,20,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,126,second,greedy,る,4286,63,2,8,7,,,る,う,う,2.1e-05,False,-15682.5,,,,,15,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,127,first,alpha_beta,う,178,2,42,6,5,,,う,び,び,0.200005,True,-2416.0,4,3,True,400,10,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,128,second,greedy,び,2876,42,20,1,0,,,び,ず,ず,7.1e-05,False,-798.0,,,,,50,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず
alpha_beta vs greedy,alpha_beta,greedy,D50000_seed0_alpha_beta_vs_greedy_0,50000,0,first,ended_with_n,129,first,alpha_beta,ず,1362,20,2,6,5,,,ず,う,う,0.022643,False,2916.0,3,3,True,29,13,ず→ず -> ず→ず -> ず→る -> る→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→む -> む→る -> る→ぷ -> ぷ→ず -> ず→ら -> ら→ず -> ず→ら -> ら→る -> る→べ -> べ→る -> る→ぐ -> ぐ→る -> る→び -> び→ず -> ず→れ -> れ→ず -> ず→れ -> れ→ず -> ず→め -> め→ず -> ず→つ -> つ→ず -> ず→つ -> つ→ず -> ず→つ -> つ→る -> る→ね -> ね→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→む -> む→る -> る→む -> む→ず -> ず→つ -> つ→る -> る→げ -> げ→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→つ -> つ→る -> る→よ -> よ→ず -> ず→も -> も→ず -> ず→が -> が→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→そ -> そ→ず -> ず→に -> に→ず -> ず→み -> み→ず -> ず→み -> み→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→よ -> よ→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→な -> な→ず -> ず→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→び -> び→ず -> ず→う
