matchup,first_agent,second_agent,match_id,dict_size,random_seed,winner,loss_reason,turn,player,agent,required_start_char,previous_word,word,start_char,end_char,next_required_start_char,elapsed_time_sec,timed_out,score,effective_depth,next_depth,adaptive_depth,pruned_count,evaluated_moves,chain_so_far
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,32,second,random,ず,びいず,ずいいち,ず,ち,ち,3e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,33,first,greedy,ち,ずいいち,ちやおず,ち,ず,ず,0.003621,False,-190.0,,,,,223,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,34,second,random,ず,ちやおず,ずけい,ず,い,い,3e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,35,first,greedy,い,ずけい,いきかえる,い,る,る,0.004787,False,-395.0,,,,,284,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,36,second,random,る,いきかえる,るうと,る,と,と,6e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,37,first,greedy,と,るうと,とらわれる,と,る,る,0.00376,False,-372.0,,,,,224,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,38,second,random,る,とらわれる,るいじあな,る,な,な,4e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,39,first,greedy,な,るいじあな,ないる,な,る,る,0.003192,False,-349.0,,,,,189,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,40,second,random,る,ないる,るうきい,る,い,い,3e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,41,first,greedy,い,るうきい,いさる,い,る,る,0.005419,False,-326.0,,,,,283,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,42,second,random,る,いさる,るう,る,う,う,6e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,43,first,greedy,う,るう,うちあわせる,う,る,る,0.002689,False,-303.0,,,,,143,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう -> うちあわせる
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,44,second,random,る,うちあわせる,るうぷ,る,ぷ,ぷ,3e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう -> うちあわせる -> るうぷ
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,45,first,greedy,ぷ,るうぷ,ぷろぽおず,ぷ,ず,ず,0.000724,False,-167.0,,,,,44,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう -> うちあわせる -> るうぷ -> ぷろぽおず
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,46,second,random,ず,ぷろぽおず,ずひよう,ず,う,う,3e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう -> うちあわせる -> るうぷ -> ぷろぽおず -> ずひよう
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,47,first,greedy,う,ずひよう,うわくちびる,う,る,る,0.002693,False,-280.0,,,,,142,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう -> うちあわせる -> るうぷ -> ぷろぽおず -> ずひよう -> うわくちびる
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,48,second,random,る,うわくちびる,るびい,る,い,い,3e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう -> うちあわせる -> るうぷ -> ぷろぽおず -> ずひよう -> うわくちびる -> るびい
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,49,first,greedy,い,るびい,いばる,い,る,る,0.004968,False,-257.0,,,,,282,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう -> うちあわせる -> るうぷ -> ぷろぽおず -> ずひよう -> うわくちびる -> るびい -> いばる
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,50,second,random,る,いばる,るり,る,り,り,3e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう -> うちあわせる -> るうぷ -> ぷろぽおず -> ずひよう -> うわくちびる -> るびい -> いばる -> るり
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,51,first,greedy,り,るり,りべらる,り,る,る,0.002587,False,-234.0,,,,,144,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう -> うちあわせる -> るうぷ -> ぷろぽおず -> ずひよう -> うわくちびる -> るびい -> いばる -> るり -> りべらる
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,52,second,random,る,りべらる,るねつさんす,る,す,す,3e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう -> うちあわせる -> るうぷ -> ぷろぽおず -> ずひよう -> うわくちびる -> るびい -> いばる -> るり -> りべらる -> るねつさんす
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,53,first,greedy,す,るねつさんす,すず,す,ず,ず,0.003897,False,-144.0,,,,,209,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう -> うちあわせる -> るうぷ -> ぷろぽおず -> ずひよう -> うわくちびる -> るびい -> いばる -> るり -> りべらる -> るねつさんす -> すず
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,54,second,random,ず,すず,ずれる,ず,る,る,3e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう -> うちあわせる -> るうぷ -> ぷろぽおず -> ずひよう -> うわくちびる -> るびい -> いばる -> るり -> りべらる -> るねつさんす -> すず -> ずれる
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,55,first,greedy,る,ずれる,るみのおる,る,る,る,0.00018,False,-188.0,,,,,11,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう -> うちあわせる -> るうぷ -> ぷろぽおず -> ずひよう -> うわくちびる -> るびい -> いばる -> るり -> りべらる -> るねつさんす -> すず -> ずれる -> るみのおる
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,56,second,random,る,るみのおる,るああ,る,あ,あ,3e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう -> うちあわせる -> るうぷ -> ぷろぽおず -> ずひよう -> うわくちびる -> るびい -> いばる -> るり -> りべらる -> るねつさんす -> すず -> ずれる -> るみのおる -> るああ
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,57,first,greedy,あ,るああ,あいず,あ,ず,ず,0.005962,False,-121.0,,,,,317,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう -> うちあわせる -> るうぷ -> ぷろぽおず -> ずひよう -> うわくちびる -> るびい -> いばる -> るり -> りべらる -> るねつさんす -> すず -> ずれる -> るみのおる -> るああ -> あいず
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,58,second,random,ず,あいず,ずらす,ず,す,す,3e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう -> うちあわせる -> るうぷ -> ぷろぽおず -> ずひよう -> うわくちびる -> るびい -> いばる -> るり -> りべらる -> るねつさんす -> すず -> ずれる -> るみのおる -> るああ -> あいず -> ずらす
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,59,first,greedy,す,ずらす,すわる,す,る,る,0.004,False,-165.0,,,,,208,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう -> うちあわせる -> るうぷ -> ぷろぽおず -> ずひよう -> うわくちびる -> るびい -> いばる -> るり -> りべらる -> るねつさんす -> すず -> ずれる -> るみのおる -> るああ -> あいず -> ずらす -> すわる
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,60,second,random,る,すわる,るうふ,る,ふ,ふ,3e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう -> うちあわせる -> るうぷ -> ぷろぽおず -> ずひよう -> うわくちびる -> るびい -> いばる -> るり -> りべらる -> るねつさんす -> すず -> ずれる -> るみのおる -> るああ -> あいず -> ずらす -> すわる -> るうふ
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,61,first,greedy,ふ,るうふ,ふりいず,ふ,ず,ず,0.005108,False,-98.0,,,,,286,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう -> うちあわせる -> るうぷ -> ぷろぽおず -> ずひよう -> うわくちびる -> るびい -> いばる -> るり -> りべらる -> るねつさんす -> すず -> ずれる -> るみのおる -> るああ -> あいず -> ずらす -> すわる -> るうふ -> ふりいず
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,62,second,random,ず,ふりいず,ずじよう,ず,う,う,4e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう -> うちあわせる -> るうぷ -> ぷろぽおず -> ずひよう -> うわくちびる -> るびい -> いばる -> るり -> りべらる -> るねつさんす -> すず -> ずれる -> るみのおる -> るああ -> あいず -> ずらす -> すわる -> るうふ -> ふりいず -> ずじよう
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,63,first,greedy,う,ずじよう,うまれる,う,る,る,0.002673,False,-142.0,,,,,141,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう -> うちあわせる -> るうぷ -> ぷろぽおず -> ずひよう -> うわくちびる -> るびい -> いばる -> るり -> りべらる -> るねつさんす -> すず -> ずれる -> るみのおる -> るああ -> あいず -> ずらす -> すわる -> るうふ -> ふりいず -> ずじよう -> うまれる
greedy vs random,greedy,random,D10000_seed0_greedy_vs_random_0,10000,0,first,ended_with_n,64,second,random,る,うまれる,るい,る,い,い,3e-06,False,0.0,,,,,,らゔ -> ゔあいおりにすと -> とりあえず -> ずいしよ -> よろず -> ずうずうしい -> いちず -> ずのう -> うええるず -> ずいじ -> じやず -> ずうむれんず -> ずるずる -> るぽるたあじゆ -> ゆず -> ずし -> しゆうず -> ずうつと -> とりしまる -> るぽ -> ぽけつとさいず -> ずうむ -> むきず -> ずばり -> りぞおとほてる -> るうれつと -> とらえる -> るうる -> るうぶる -> るび -> びいず -> ずいいち -> ちやおず -> ずけい -> いきかえる -> るうと -> とらわれる -> るいじあな -> ないる -> るうきい -> いさる -> るう -> うちあわせる -> るうぷ -> ぷろぽおず -> ずひよう -> うわくちびる -> るびい -> いばる -> るり -> りべらる -> るねつさんす -> すず -> ずれる -> るみのおる -> るああ -> あいず -> ずらす -> すわる -> るうふ -> ふりいず -> ずじよう -> うまれる -> るい
